City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,ambon,-3.6954,128.1814,28.82,100,40,1.54,ID,1734204000
364,nahiyat ash shinafiyah,31.5874,44.6602,10.71,22,0,8.31,IQ,1734204001
365,kailua-kona,19.6406,-155.9956,27.55,75,20,1.54,US,1734204002
366,kudahuvadhoo,2.6708,72.8944,28.09,78,49,6.37,MV,1734204003
367,ban selaphum,16.0167,103.95,16.55,69,89,9.04,TH,1734204004
368,balabac,7.9868,117.0645,26.93,84,15,4.54,PH,1734204005
369,torghay,49.6339,63.4981,-5.93,78,6,4.71,KZ,1734204006
370,pacific grove,36.6177,-121.9166,14.26,81,100,10.29,US,1734203897
371,mount isa,-20.7333,139.5,23.87,64,8,0.51,AU,1734204008
372,an nuhud,12.7,28.4333,19.42,21,0,5.77,SD,1734204009
373,sao jose da coroa grande,-8.8978,-35.1478,27.37,70,66,4.62,BR,1734204010
374,aykhal,66.0,111.5,-30.27,100,89,2.62,RU,1734204011
375,vorkuta,67.5,64.0,-15.25,94,100,4.36,RU,1734204012
376,khandud,36.9513,72.318,-10.91,91,51,1.63,AF,1734204013
377,kavaratti,10.5669,72.642,27.31,84,100,5.43,IN,1734204014
378,floro,61.5996,5.0328,3.98,81,75,7.2,NO,1734204015
379,broken hill,-31.95,141.4333,26.77,24,40,4.3,AU,1734204018
380,pemangkat,1.1667,108.9667,26.03,82,100,0.85,ID,1734204019
381,okhotsk,59.3833,143.3,-16.44,75,100,5.4,RU,1734204020
382,carboneras,37.0015,-1.9213,13.29,72,14,1.09,ES,1734204021
383,khandyga,62.6667,135.6,-35.73,99,100,0.61,RU,1734204023
384,arac,41.2422,33.3277,-2.99,73,31,2.01,TR,1734204024
385,san pedro,14.35,121.0167,26.57,83,75,4.02,PH,1734204025
386,sittwe,20.15,92.9,20.75,56,4,2.74,MM,1734204026
387,ambalangoda,6.2355,80.0538,24.62,93,100,1.85,LK,1734204027
388,borovskoy,53.8,64.15,-9.49,90,50,5.61,KZ,1734204028
389,kisangani,0.5167,25.2,24.78,78,97,0.81,CD,1734204029
390,tsiombe,-25.3,45.4833,24.17,87,77,2.17,MG,1734204030
391,coatepeque,14.7,-91.8667,31.26,75,0,3.15,GT,1734204032
392,kati,12.7441,-8.0726,30.67,18,2,2.59,ML,1734204033
393,bikenibeu village,1.3673,173.1241,28.98,84,20,4.12,KI,1734204034
394,kralendijk,12.15,-68.2667,29.99,62,40,3.6,BQ,1734204035
395,novyy urgal,51.0736,132.5642,-26.56,99,96,0.49,RU,1734204036
396,lebanon,36.2081,-86.2911,17.03,34,75,7.72,US,1734203821
397,shihezi,44.3,86.0333,-14.34,88,98,2.25,CN,1734204038
398,moose jaw,50.4001,-105.5344,-4.86,80,100,4.63,CA,1734204039
399,al-hamdaniya,36.2715,43.3737,8.23,50,0,4.22,IQ,1734204041
400,minas de marcona,-15.2119,-75.1103,21.14,56,94,7.32,PE,1734204042
401,chilaw,7.5758,79.7953,25.45,85,99,7.86,LK,1734204043
402,cruzeiro do sul,-29.5128,-51.9853,23.62,93,11,3.91,BR,1734204044
403,keflavik,64.0049,-22.5624,4.24,75,75,12.86,IS,1734204045
404,sinop,41.7711,34.8709,-3.18,75,30,7.2,TR,1734204046
405,karelichy,53.5653,26.1378,-2.88,84,100,6.63,BY,1734204047
406,holualoa,19.6228,-155.9522,25.48,79,20,1.54,US,1734204048
407,ga-kgapane,-23.6333,30.2167,20.45,79,60,4.25,ZA,1734204049
408,port saint john's,-31.6229,29.5448,21.11,77,93,5.89,ZA,1734204050
409,puerto lleras,3.0223,-73.4044,32.76,39,16,4.15,CO,1734204051
410,port-vila,-17.7338,168.3219,24.78,88,40,0.51,VU,1734204052
411,nyurba,63.2842,118.3319,-25.96,96,100,2.24,RU,1734204053
412,sabang,5.8933,95.3214,28.23,75,89,7.98,ID,1734204054
413,linxia chengguanzhen,35.6003,103.2064,-12.67,88,8,0.68,CN,1734204055
414,mount gambier,-37.8333,140.7667,10.79,84,0,2.05,AU,1734204056
415,maintirano,-18.0667,44.0167,29.64,77,100,1.36,MG,1734204057
416,sao tome,0.3365,6.7273,27.08,79,33,1.78,ST,1734204058
417,jodhpur,26.2867,73.03,14.26,13,0,4.23,IN,1734204060
418,crane,31.3974,-102.3501,18.58,19,0,0.41,US,1734204061
419,tuy hoa,13.0833,109.3,23.31,96,100,8.91,VN,1734204062
420,hood river,45.7054,-121.5215,3.54,89,100,0.45,US,1734204063
421,bouake,7.6895,-5.0218,27.82,15,14,1.96,CI,1734204064
422,baoding,38.8511,115.4903,-2.81,32,0,0.61,CN,1734204065
423,kouango,4.9934,19.9619,28.85,38,9,1.62,CF,1734204066
424,kangiwa,12.5521,3.8187,24.72,8,82,4.67,NG,1734204067
425,mao,39.8885,4.2658,10.31,81,20,1.54,ES,1734204069
426,arno,60.1167,18.6333,1.13,75,72,6.99,SE,1734204070
427,queenstown,-31.8976,26.8753,12.66,86,99,3.13,ZA,1734204071
428,meizhou,24.2977,116.1072,5.53,46,100,1.43,CN,1734204072
429,san luis de la loma,17.2706,-100.8939,29.52,64,100,2.94,MX,1734204073
430,ha'il,27.5219,41.6907,10.01,57,0,3.09,SA,1734204074
431,yuzhno-kurilsk,44.0306,145.8556,-3.11,64,54,6.19,RU,1734204075
432,saint-francois,46.4154,3.9054,4.12,100,100,5.66,FR,1734204076
433,bratsk,56.1325,101.6142,-9.73,90,100,1.09,RU,1734204078
434,choyr,46.3611,108.3611,-12.9,74,1,2.8,MN,1734204072
435,maragogi,-9.0122,-35.2225,27.09,72,98,4.44,BR,1734204080
436,venice,27.0998,-82.4543,23.92,78,70,3.13,US,1734204028
437,tucuma,-0.1833,-50.05,28.37,73,100,3.73,BR,1734204082
438,salinopolis,-0.6136,-47.3561,28.66,70,100,5.51,BR,1734203839
439,sokoni,-6.4333,39.55,27.86,82,99,5.91,TZ,1734204084
440,yoko,5.5333,12.3167,22.6,28,85,0.95,CM,1734204085
441,inarajan village,13.2736,144.7484,26.89,88,87,7.75,GU,1734204087
442,kuandian,40.7286,124.7847,-8.73,58,38,1.01,CN,1734204088
443,koungheul,13.9833,-14.8,32.68,14,14,3.79,SN,1734204089
444,mizdah,31.4451,12.9801,15.8,24,22,1.34,LY,1734204091
445,merizo village,13.2658,144.6691,26.66,88,90,7.6,GU,1734204092
446,bhamo,24.2667,97.2333,15.22,73,0,0.57,MM,1734204093
447,north bend,43.4065,-124.2243,9.53,93,100,0.0,US,1734204020
448,vondrozo,-22.8167,47.2833,21.98,91,56,1.56,MG,1734204095
449,karratha,-20.7377,116.8463,29.33,63,100,5.73,AU,1734204096
450,villa gesell,-37.2639,-56.973,18.2,87,55,7.89,AR,1734203819
451,mangrol,21.1167,70.1167,21.19,35,1,4.01,IN,1734204098
452,ocean city,39.2776,-74.5746,3.43,60,26,2.68,US,1734203897
453,sydney mines,46.2367,-60.2177,-0.46,70,75,6.17,CA,1734204100
454,laayoune,27.1622,-13.2032,25.19,13,75,4.63,EH,1734204102
455,hastings,50.8552,0.5729,5.99,50,100,6.45,GB,1734203852
456,weno,7.4515,151.8468,25.97,89,75,3.6,FM,1734204104
457,luau,-10.7073,22.2247,19.36,96,100,1.77,AO,1734204077
458,kristiansund,63.1115,7.732,3.4,81,75,5.14,NO,1734204107
459,skare,55.3833,13.05,4.43,84,42,11.27,SE,1734204108
460,tofol,5.3248,163.0078,28.27,77,53,8.49,FM,1734204110
461,loukhi,66.0764,33.0381,-13.93,98,64,1.47,RU,1734204111
462,prado,-17.3411,-39.2208,26.83,77,86,5.87,BR,1734204112
463,novhorod-sivers'kyy,52.0058,33.2615,-4.59,74,100,6.87,UA,1734203878
464,natchez,31.5604,-91.4032,21.12,64,75,8.23,US,1734204115
465,pointe-noire,-4.7761,11.8635,26.18,90,97,2.92,CG,1734204116
466,aliveri,38.4167,24.0333,11.9,78,10,4.5,GR,1734204117
467,macas,-2.3167,-78.1167,24.86,73,20,3.09,EC,1734204033
468,lorengau,-2.0226,147.2712,26.37,82,98,1.2,PG,1734204119
469,bay city,43.5945,-83.8889,-0.5,70,0,5.66,US,1734203870
470,jaipur,26.9167,75.8167,11.62,40,0,0.0,IN,1734204004
471,damoh,23.8333,79.45,11.35,29,48,0.61,IN,1734204122
472,arawa,-6.2132,155.5367,25.75,90,100,0.58,PG,1734204123
473,dzuunmod,48.2199,97.3744,-18.55,59,6,2.76,MN,1734204124
474,serenje,-13.2325,30.2352,18.68,72,89,1.19,ZM,1734204125
475,hirara,24.8,125.2833,17.15,72,75,9.77,JP,1734204126
476,kanina khas,28.3333,76.3167,11.3,17,0,3.24,IN,1734204127
477,banting,2.8167,101.5,27.07,91,87,0.96,MY,1734204128
478,gizo,-8.103,156.8419,28.11,77,86,1.24,SB,1734204130
479,kirkwall,58.9848,-2.9587,7.2,93,100,4.63,GB,1734204131
480,longavi,-35.9667,-71.6833,34.9,8,0,3.59,CL,1734204132
481,santa vitoria do palmar,-33.5189,-53.3681,20.25,85,100,8.22,BR,1734204133
482,badiyah,22.45,58.8,19.16,68,2,3.02,OM,1734203941
483,belozersk,60.0326,37.7957,-10.3,77,100,4.52,RU,1734204135
484,akureyri,65.6835,-18.0878,4.96,60,100,8.23,IS,1734204136
485,nkove,-7.95,30.85,23.78,80,99,1.88,TZ,1734204138
486,callao,-12.0667,-77.15,22.16,73,75,3.6,PE,1734204139
487,carutapera,-1.195,-46.02,29.53,64,69,4.14,BR,1734204140
488,pansoy,13.1825,122.5989,25.64,82,58,8.45,PH,1734204141
489,hilo,19.7297,-155.09,23.85,75,100,3.09,US,1734204142
490,santyoku,37.4406,129.1708,2.06,54,1,7.11,KR,1734204143
491,tamanrasset,22.785,5.5228,17.95,10,0,2.57,DZ,1734204144
492,antalaha,-14.9003,50.2788,25.11,89,100,3.0,MG,1734204145
493,chinchilla,-26.75,150.6333,19.45,97,0,4.48,AU,1734204146
494,bangassou,4.7413,22.8184,28.92,36,97,0.91,CF,1734204147
495,simpang,-1.2667,104.0833,24.37,95,100,1.06,ID,1734204148
496,flin flon,54.7682,-101.865,-13.09,78,40,0.0,CA,1734204151
497,lautoka,-17.6167,177.4667,25.92,69,40,4.63,FJ,1734204152
498,zunyi,27.6867,106.9072,2.07,93,4,1.7,CN,1734204153
499,srivardhan,18.0333,73.0167,23.2,46,6,2.39,IN,1734204071
500,grand falls-windsor,48.9332,-55.6649,-0.83,71,56,2.68,CA,1734203864
501,karasburg,-28.0167,18.75,28.13,13,0,5.4,,1734204157
502,tsengel,49.4783,100.8894,-18.23,76,3,2.42,MN,1734204158
503,kodinar,20.7903,70.7031,20.3,31,1,3.04,IN,1734204159
504,kalinkavichy,52.1323,29.3257,-4.35,83,100,5.43,BY,1734204160
505,isoka,-10.1606,32.6335,19.39,79,92,2.28,ZM,1734204162
506,kenai,60.5544,-151.2583,-2.7,99,40,2.06,US,1734204163
507,volodarskiy,46.4013,48.5409,-4.92,57,15,6.48,RU,1734204165
508,peace river,56.2501,-117.286,-7.83,92,100,5.14,CA,1734204166
509,ulladulla,-35.35,150.4667,18.85,96,33,1.82,AU,1734204167
510,lewiston orchards,46.3804,-116.9754,10.48,66,0,2.06,US,1734204168
511,kapa'a,22.0752,-159.319,25.18,84,75,7.72,US,1734204169
512,toliara,-23.35,43.6667,28.1,65,36,4.45,MG,1734204170
513,tibanbang,6.6315,126.1055,26.16,85,100,1.83,PH,1734204171
514,haiku-pauwela,20.9219,-156.3051,25.12,71,20,9.39,US,1734204172
515,shingu,33.7333,135.9833,3.23,81,5,3.3,JP,1734204173
516,oriximina,-1.7656,-55.8661,27.45,74,100,0.77,BR,1734204174
517,tafuna,-14.3358,-170.72,28.97,79,75,4.63,AS,1734204175
518,ontario,34.0633,-117.6509,17.12,60,75,0.89,US,1734203703
519,chadan,51.2833,91.5833,-21.87,97,100,0.82,RU,1734204178
520,huarmey,-10.0681,-78.1522,22.71,74,77,4.89,PE,1734204179
521,albertina,-22.2008,-46.6158,19.5,93,100,0.69,BR,1734204180
522,machilipatnam,16.1667,81.1333,23.07,73,20,3.33,IN,1734204181
523,shirahamacho-usazakiminami,34.7833,134.7167,6.25,62,5,8.5,JP,1734204182
524,tougue,11.4667,-11.6,24.21,21,100,1.42,GN,1734204183
525,waiuku,-37.25,174.75,19.26,93,23,0.73,NZ,1734204184
526,isiro,2.7739,27.616,24.39,55,96,0.71,CD,1734204185
527,jutai,-5.1833,-68.9,34.18,47,69,1.05,BR,1734204186
528,san fernando,15.0286,120.6898,25.85,80,55,1.75,PH,1734204188
529,klaksvik,62.2266,-6.589,7.94,84,100,11.47,FO,1734204189
530,ratnagiri,16.9833,73.3,22.68,37,5,2.4,IN,1734204190
531,takoradi,4.8845,-1.7554,27.0,82,5,4.23,GH,1734204191
532,melioratorov,57.2107,65.6077,-6.79,86,40,3.0,RU,1734204192
533,les cayes,18.2,-73.75,28.19,66,0,7.32,HT,1734204194
534,soio,-6.1349,12.3689,26.52,88,99,3.38,AO,1734204195
535,newman,37.3138,-121.0208,14.47,81,100,9.39,US,1734204196
536,missoula,47.0166,-113.8009,-1.2,75,100,1.71,US,1734204003
537,champerico,14.3,-91.9167,28.11,64,0,3.59,GT,1734204199
538,itamaraca,-7.7478,-34.8256,27.6,68,20,4.36,BR,1734204200
539,pudasjarvi,65.3833,26.9167,-11.59,81,84,4.21,FI,1734204201
540,bengkulu,-3.8004,102.2655,24.23,89,100,2.33,ID,1734204202
541,kayangel,8.0823,134.7173,25.7,96,100,7.41,PW,1734204203
542,freshwater,50.692,-1.5079,7.48,85,100,5.56,GB,1734204204
543,sorong,-0.8833,131.25,24.39,93,100,1.45,ID,1734204205
544,marsabit,2.3284,37.9899,22.32,50,29,3.55,KE,1734204206
545,el calafate,-50.3408,-72.2768,14.81,56,81,5.56,AR,1734204207
546,fort bragg,35.139,-79.006,12.04,60,0,4.12,US,1734204208
547,kuqa,41.7278,82.9364,-10.98,89,100,1.0,CN,1734204209
548,pyt-yakh,60.7499,72.8582,-7.78,90,100,4.21,RU,1734204210
549,andapa,-14.65,49.65,22.27,99,100,0.65,MG,1734204211
550,cabedelo,-6.9811,-34.8339,29.37,72,55,5.76,BR,1734204212
551,hargeysa,9.56,44.065,14.61,89,2,5.22,SO,1734204214
552,puerto aysen,-45.4,-72.7,16.87,74,99,1.98,CL,1734204215
553,usogorsk,63.4106,48.6872,-28.9,100,99,1.45,RU,1734204216
554,waitara,-38.925,174.25,16.67,90,48,0.65,NZ,1734204217
555,nadi,-17.8,177.4167,26.0,69,40,4.63,FJ,1734204218
556,la foa,-21.7108,165.8276,26.63,79,96,3.48,NC,1734204219
557,balqash,46.8481,74.995,-5.39,86,56,3.25,KZ,1734204220
558,sur,22.5667,59.5289,21.78,65,2,1.67,OM,1734204221
559,marka,1.7159,44.7717,25.77,85,65,8.25,SO,1734204223
560,badger,64.8,-147.5333,-20.07,76,0,5.14,US,1734204224
561,hassi messaoud,31.6804,6.0729,15.92,48,0,2.57,DZ,1734204225
562,tanjungtiram,4.0613,98.3699,24.28,94,100,1.03,ID,1734204226
563,tual,-5.6667,132.75,28.75,79,100,6.58,ID,1734204227
564,dosso,13.049,3.1937,24.52,7,91,4.73,NE,1734204102
565,phan rang-thap cham,11.5667,108.9833,23.54,98,100,5.47,VN,1734204229
566,kyren,51.6828,102.1408,-11.69,82,77,0.65,RU,1734204230
567,saynshand,44.8824,110.1163,-10.38,62,1,2.45,MN,1734204232
568,dubbo,-32.25,148.6167,19.07,77,43,3.6,AU,1734204233
569,makarska,43.2969,17.0178,8.55,79,100,1.68,HR,1734204234
570,nabire,-3.3667,135.4833,24.37,99,100,0.6,ID,1734204235
571,happy valley-goose bay,53.3168,-60.3315,-1.83,46,75,7.72,CA,1734204236
572,coyhaique,-45.5752,-72.0662,17.71,58,99,4.74,CL,1734204237
573,druzhkivka,48.6301,37.5526,-5.54,70,66,5.31,UA,1734204238
574,camiri,-20.05,-63.5167,28.88,37,75,0.0,BO,1734204239
575,beledweyne,4.7358,45.2036,28.49,33,75,5.03,SO,1734204240
576,guane,22.2025,-84.0875,27.68,53,72,5.24,CU,1734204241
577,arvika,59.6553,12.5852,-0.23,67,36,2.72,SE,1734204242
578,orkney,-26.9802,26.6727,23.55,39,78,4.26,ZA,1734204243
